"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Mar/22";"Fev/22";"Jan/22";"Competência";"Data de atualização"
"UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO (320897)";"Médico Hospitalar";"Pequeno";"112";"178";"   2,08";"   1,39";"   2,08";"202203";"15/04/2022 11:28:41"
"COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA (313084)";"Médico Hospitalar";"Pequeno";"131";"175";"   1,59";"   2,42";"   3,25";"202203";"15/04/2022 11:28:41"
"UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA (343722)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"   2,10";"202203";"15/04/2022 11:28:41"
"SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA (330116)";"Médico Hospitalar";"Pequeno";"151";"181";"   1,28";"   1,27";"   0,63";"202203";"15/04/2022 11:28:41"
"RODRIGUES LEIRA ODONTOLOGIA LTDA. (415243)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"NUCLEO ASSISTENCIA ODONTOLOGICA LTDA (359866)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO-NORDESTE, CENTRAL REGIONAL DAS COOP. ODONT. DO NORD. DO BRASIL (416177)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL S.A. (326305)";"Médico Hospitalar";"Grande";"11";"12";"   8,94";"  11,31";"  12,20";"202203";"15/04/2022 11:28:41"
"BRADESCO SAÚDE S.A. (005711)";"Médico Hospitalar";"Grande";"12";"11";"   8,83";"  11,27";"  11,66";"202203";"15/04/2022 11:28:41"
"CENTRO TRASMONTANO DE SAO PAULO (303623)";"Médico Hospitalar";"Grande";"19";"24";"   7,57";"   8,86";"   9,62";"202203";"15/04/2022 11:28:41"
"POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS (419133)";"Médico Hospitalar";"Grande";"26";"25";"   6,22";"   8,99";"   9,64";"202203";"15/04/2022 11:28:41"
"SUL AMERICA COMPANHIA DE SEGURO SAÚDE (006246)";"Médico Hospitalar";"Grande";"41";"43";"   4,41";"   4,95";"   5,11";"202203";"15/04/2022 11:28:41"
"LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A (379280)";"Médico Hospitalar";"Grande";"48";"49";"   3,76";"   5,04";"   5,12";"202203";"15/04/2022 11:28:41"
"HAPVIDA ASSISTENCIA MEDICA S.A. (368253)";"Médico Hospitalar";"Grande";"43";"45";"   4,32";"   4,78";"   5,44";"202203";"15/04/2022 11:28:41"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES (343331)";"Médico Hospitalar";"Pequeno";"84";"161";"   3,17";"   2,11";"   2,10";"202203";"15/04/2022 11:28:41"
"A.P.S ASSISTÊNCIA PERSONALIZADA À SAÚDE LTDA (406708)";"Médico Hospitalar";"Pequeno";"2";"64";" 305,28";" 220,61";"  82,45";"202203";"15/04/2022 11:28:41"
"PLADISA PLANOS DE SAÚDE SA (419486)";"Médico Hospitalar";"Pequeno";"110";"185";"   2,11";"   2,13";"   1,07";"202203";"15/04/2022 11:28:41"
"COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO (318213)";"Médico Hospitalar";"Pequeno";"127";"188";"   1,62";"   0,54";"   0,54";"202203";"15/04/2022 11:28:41"
"AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA (325465)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DOS AGENTES FISCAIS DE RENDAS DO ESTADO DE SÃO PAULO- AFRESP (317632)";"Médico Hospitalar";"Pequeno";"135";"162";"   1,54";"   1,53";"   2,03";"202203";"15/04/2022 11:28:41"
"UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO (370975)";"Médico Hospitalar";"Pequeno";"168";"170";"   0,93";"   0,94";"   0,94";"202203";"15/04/2022 11:28:41"
"OPERADORA DE PLANOS ODONTOLOGICOS ULTRAODONTO LTDA (422673)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"PROVER ODONTOLOGIA LTDA (422533)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"HOSPITAL MATER DEI SA  (421626)";"Médico Hospitalar";"Pequeno";"102";"186";"   2,27";"   2,35";"   2,35";"202203";"15/04/2022 11:28:41"
"UNIMED STA RITA, STA ROSA E SÃO SIMÃO COOP. TRAB. MÉDICO (402834)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"   2,43";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM (388092)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA (371564)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO (313475)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU (406945)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"CONFERÊNCIA SÃO JOSÉ DO AVAÍ (321931)";"Médico Hospitalar";"Pequeno";"115";"113";"   1,98";"   4,07";"   4,06";"202203";"15/04/2022 11:28:41"
"COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA (416509)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA (312282)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA (409634)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"NOSAMED ASSISTÊNCIA MÉDICA LTDA. (305928)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE (335789)";"Médico Hospitalar";"Pequeno";"145";"143";"   1,36";"   1,37";"   1,36";"202203";"15/04/2022 11:28:41"
"UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA. (362832)";"Médico Hospitalar";"Pequeno";"192";"138";"0,00";"   1,42";"   1,42";"202203";"15/04/2022 11:28:41"
"UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO (342157)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"GKN DO BRASIL LTDA (416819)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ (417955)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE (422070)";"Médico Hospitalar";"Pequeno";"45";"186";"   7,61";"   5,43";"   4,69";"202203";"15/04/2022 11:28:41"
"VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA. (422835)";"Médico Hospitalar";"Pequeno";"192";"";"0,00";"";"";"202203";"15/04/2022 11:28:41"
"ODONTOGROUP SISTEMA DE SAÚDE LTDA. (389854)";"Odontológica";"Médio";"4";"3";"   0,44";"   1,00";"   1,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA (335258)";"Odontológica";"Médio";"15";"19";"0,00";"   0,11";"   0,11";"202203";"15/04/2022 11:28:41"
"FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA (415626)";"Odontológica";"Grande";"13";"20";"   0,10";"   0,10";"   0,10";"202203";"15/04/2022 11:28:41"
"DENTAL CENTER LTDA (339458)";"Odontológica";"Médio";"15";"8";"0,00";"   0,40";"   0,40";"202203";"15/04/2022 11:28:41"
"UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA (366439)";"Odontológica";"Médio";"15";"12";"0,00";"   0,33";"   0,33";"202203";"15/04/2022 11:28:41"
"DELFHI PLANOS ODONTOLÓGICOS LTDA (421081)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"   1,58";"202203";"15/04/2022 11:28:41"
"ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA (366510)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"FEDERAÇÃO DAS UNIODONTOS DO ESTADO DE MINAS GERAIS (344583)";"Odontológica";"Pequeno";"1";"9";"  15,70";"  11,61";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA (344681)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA (415987)";"Odontológica";"Pequeno";"4";"8";"   1,52";"   1,53";"   0,53";"202203";"15/04/2022 11:28:41"
"UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA (383929)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"IDEAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA. (414921)";"Odontológica";"Pequeno";"7";"6";"0,00";"   1,54";"   1,57";"202203";"15/04/2022 11:28:41"
"MAIS DENTAL PLANOS ODONTOLOGICOS LTDA (349291)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (310107)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"WM ADMINISTRAÇÃO DE PLANOS ODONTOLÓGICOS LTDA. (351628)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ODONTOBASE PLANOS DE SAUDE LTDA. (344486)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE ARAÇATUBA COOPERATIVA ODONTOLOGICA (362824)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"PRUDENT PLANOS ODONTOLOGICOS S/S LTDA (416151)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO METROPOLITANA COOPERATIVA ODONTOLÓGICA. (382337)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO (318566)";"Médico Hospitalar";"Médio";"112";"92";"   1,44";"   3,81";"   3,81";"202203";"15/04/2022 11:28:41"
"PLANO DE SAÚDE ANA COSTA LTDA. (360244)";"Médico Hospitalar";"Médio";"85";"81";"   2,34";"   3,61";"   4,30";"202203";"15/04/2022 11:28:41"
"PARANA ASSISTENCIA MEDICA LTDA (315265)";"Médico Hospitalar";"Médio";"72";"114";"   3,42";"   3,44";"   2,47";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA (309257)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"FR PLANO ODONTOLÓGICO LTDA (419818)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"DENTAL CARE ASSISTÊNCIA ODONTOLÓGICA LTDA (420239)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (421561)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"INSTITUTO DE SAÚDE ODONTOLÓGICA - ISODONT LTDA (415260)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA (347302)";"Odontológica";"Pequeno";"7";"6";"0,00";"   1,20";"   1,20";"202203";"15/04/2022 11:28:41"
"UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA (404942)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA (327093)";"Odontológica";"Pequeno";"7";"7";"0,00";"   0,60";"   0,60";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE CATANDUVA COOPERATIVA ODONTOLÓGICA (354686)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIODONTO TAUBATÉ COOPERATIVA DE TRABALHO ODONTOLOGICO (319350)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"MATTOS ODONTOLOGIA LTDA (329967)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"PLANODENTE LTDA. (416517)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIDENTAL- COOPERATIVA UNIÃO DOS DENTISTAS DO ESTADO DO CEARÁ (401072)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO) (345474)";"Médico Hospitalar";"Médio";"76";"87";"   3,29";"   2,80";"   5,04";"202203";"15/04/2022 11:28:41"
"UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO (309907)";"Médico Hospitalar";"Médio";"97";"101";"   1,88";"   2,18";"   2,18";"202203";"15/04/2022 11:28:41"
"UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA. (330108)";"Médico Hospitalar";"Médio";"101";"161";"   1,66";"   1,38";"   1,09";"202203";"15/04/2022 11:28:41"
"UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO (371777)";"Médico Hospitalar";"Médio";"136";"118";"   1,05";"   1,89";"   2,16";"202203";"15/04/2022 11:28:41"
"FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS (315044)";"Médico Hospitalar";"Médio";"118";"108";"   1,35";"   3,58";"   3,58";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO (417947)";"Médico Hospitalar";"Médio";"151";"143";"   0,80";"   4,52";"   6,02";"202203";"15/04/2022 11:28:41"
"PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A (350141)";"Médico Hospitalar";"Grande";"71";"74";"   1,70";"   1,67";"   2,04";"202203";"15/04/2022 11:28:41"
"UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO (318388)";"Médico Hospitalar";"Médio";"119";"212";"   1,34";"   0,33";"   0,33";"202203";"15/04/2022 11:28:41"
"UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO (369411)";"Médico Hospitalar";"Médio";"144";"115";"   0,95";"   1,90";"   1,91";"202203";"15/04/2022 11:28:41"
"UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO (345598)";"Médico Hospitalar";"Médio";"189";"170";"   0,23";"   1,16";"   1,16";"202203";"15/04/2022 11:28:41"
"AMHA SAUDE S/A (418587)";"Médico Hospitalar";"Pequeno";"122";"127";"   1,88";"   2,13";"   1,87";"202203";"15/04/2022 11:28:41"
"UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA (305472)";"Médico Hospitalar";"Médio";"163";"194";"   0,62";"   0,62";"   1,23";"202203";"15/04/2022 11:28:41"
"UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO (364312)";"Médico Hospitalar";"Médio";"122";"130";"   1,32";"   1,73";"   1,84";"202203";"15/04/2022 11:28:41"
"PORTO ALEGRE CLÍNICAS LTDA. (346870)";"Médico Hospitalar";"Médio";"123";"170";"   1,30";"   1,26";"   2,57";"202203";"15/04/2022 11:28:41"
"UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO (329886)";"Médico Hospitalar";"Médio";"81";"207";"   2,52";"   1,80";"   1,08";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL (417599)";"Médico Hospitalar";"Médio";"191";"221";"   0,22";"   0,22";"   0,43";"202203";"15/04/2022 11:28:41"
"SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA (342807)";"Médico Hospitalar";"Médio";"109";"173";"   1,55";"   1,36";"   1,16";"202203";"15/04/2022 11:28:41"
"COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA. (367087)";"Médico Hospitalar";"Médio";"134";"200";"   1,08";"   0,81";"   0,80";"202203";"15/04/2022 11:28:41"
"HOSPITAL MARECHAL CÂNDIDO RONDON S/A (392391)";"Médico Hospitalar";"Médio";"79";"123";"   2,79";"   2,55";"   1,80";"202203";"15/04/2022 11:28:41"
"UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE (354295)";"Médico Hospitalar";"Médio";"154";"184";"   0,74";"   0,75";"   0,57";"202203";"15/04/2022 11:28:41"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO (347655)";"Médico Hospitalar";"Médio";"170";"221";"   0,53";"   0,53";"   0,53";"202203";"15/04/2022 11:28:41"
"E.X.M BRASIL SAÚDE LTDA (416282)";"Médico Hospitalar";"Pequeno";"24";"15";"  28,21";" 126,94";" 221,71";"202203";"15/04/2022 11:28:41"
"ITAUSEG SAÚDE S.A. (000884)";"Médico Hospitalar";"Pequeno";"33";"30";"  16,73";"  22,60";"  17,77";"202203";"15/04/2022 11:28:41"
"AMERON - ASSISTÊNCIA MÉDICA RONDÔNIA S/A. (321338)";"Médico Hospitalar";"Pequeno";"30";"28";"  19,73";"  22,80";"  28,00";"202203";"15/04/2022 11:28:41"
"DONA SAÚDE CLINICAS LTDA (365645)";"Médico Hospitalar";"Pequeno";"6";"12";"  99,54";"  70,63";"  65,02";"202203";"15/04/2022 11:28:41"
"UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD. (355691)";"Médico Hospitalar";"Grande";"72";"75";"   1,57";"   1,63";"   1,49";"202203";"15/04/2022 11:28:41"
"AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA (394734)";"Médico Hospitalar";"Médio";"4";"7";"  26,45";"  21,88";"  23,01";"202203";"15/04/2022 11:28:41"
"SANTA RITA SISTEMA DE SAUDE LTDA (413194)";"Médico Hospitalar";"Médio";"5";"11";"  22,03";"  20,12";"  20,52";"202203";"15/04/2022 11:28:41"
"ALLIANZ SAÚDE S/A (000515)";"Médico Hospitalar";"Médio";"32";"21";"   6,88";"  12,66";"  13,13";"202203";"15/04/2022 11:28:41"
"TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA (412759)";"Médico Hospitalar";"Médio";"24";"37";"   9,40";"   8,81";"  12,23";"202203";"15/04/2022 11:28:41"
"UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO. (312347)";"Médico Hospitalar";"Médio";"42";"58";"   5,95";"   5,57";"   6,73";"202203";"15/04/2022 11:28:41"
"DENTAL UNI - COOPERATIVA ODONTOLÓGICA (304484)";"Odontológica";"Grande";"3";"3";"   0,35";"   0,66";"   0,71";"202203";"15/04/2022 11:28:41"
"PRODENT - ASSISTÊNCIA ODONTOLÓGICA LTDA. (380041)";"Odontológica";"Grande";"12";"9";"   0,11";"   0,29";"   0,26";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA (350494)";"Odontológica";"Grande";"17";"14";"   0,05";"   0,10";"   0,08";"202203";"15/04/2022 11:28:41"
"UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRABALHO ODONTOLÓGICA (359726)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"COOPERATIVA ODONTOLÓGICA REGIÃO SUL DA BAHIA - UNIODONTO (402010)";"Odontológica";"Pequeno";"7";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"COOPERATIVA ODONTOLÓGICA DE GARANHUNS E AGRESTE MERIDIONAL. (342335)";"Odontológica";"Pequeno";"3";"9";"   1,54";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA (412996)";"Odontológica";"Médio";"15";"9";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO (335517)";"Médico Hospitalar";"Médio";"194";"203";"0,00";"   0,49";"   0,49";"202203";"15/04/2022 11:28:41"
"MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA (412015)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"   3,37";"   3,37";"202203";"15/04/2022 11:28:41"
"CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA. (422304)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"   9,78";"  14,93";"202203";"15/04/2022 11:28:41"
"POLICON ASSISTENCIA MÉDICA LTDA - EPP (412228)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA (343676)";"Médico Hospitalar";"Pequeno";"58";"61";"   5,58";"   8,39";"   8,39";"202203";"15/04/2022 11:28:41"
"PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA (417491)";"Médico Hospitalar";"Pequeno";"8";"26";"  92,59";"  92,88";"  46,66";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO PLAME DE SAÚDE (419974)";"Médico Hospitalar";"Pequeno";"54";"196";"   6,05";"0,00";"   5,81";"202203";"15/04/2022 11:28:41"
"PLANO ASSISTENCIAL SÃO LUCAS LTDA (363391)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO (324175)";"Médico Hospitalar";"Pequeno";"64";"103";"   4,87";"   3,66";"   2,44";"202203";"15/04/2022 11:28:41"
"PLANO DE SAUDE ASES LTDA. (411582)";"Médico Hospitalar";"Pequeno";"50";"52";"   6,68";"   7,42";"   9,81";"202203";"15/04/2022 11:28:41"
"UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO (343765)";"Médico Hospitalar";"Pequeno";"51";"112";"   6,44";"   6,41";"   4,23";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL (420000)";"Médico Hospitalar";"Pequeno";"60";"129";"   5,45";"   3,93";"   3,97";"202203";"15/04/2022 11:28:41"
"FUNASA SAÚDE (370592)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO (343153)";"Médico Hospitalar";"Pequeno";"66";"186";"   4,70";"   4,68";"   4,64";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC (384704)";"Médico Hospitalar";"Pequeno";"88";"90";"   2,80";"  11,20";"  11,20";"202203";"15/04/2022 11:28:41"
"AMAZÔNIA PLANOS DE SAÚDE LTDA (419052)";"Médico Hospitalar";"Pequeno";"96";"100";"   2,53";"   4,27";"   4,27";"202203";"15/04/2022 11:28:41"
"UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO (344788)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"   2,75";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA (335754)";"Médico Hospitalar";"Pequeno";"130";"130";"   1,60";"   1,60";"   1,60";"202203";"15/04/2022 11:28:41"
"ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS (419958)";"Médico Hospitalar";"Pequeno";"156";"152";"   1,21";"   1,23";"   1,24";"202203";"15/04/2022 11:28:41"
"AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL (368920)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"   1,32";"202203";"15/04/2022 11:28:41"
"UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO (355577)";"Médico Hospitalar";"Pequeno";"133";"175";"   1,56";"   1,58";"   1,59";"202203";"15/04/2022 11:28:41"
"CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO (324892)";"Médico Hospitalar";"Pequeno";"192";"196";"0,00";"0,00";"0,00";"202203";"15/04/2022 11:28:41"
"UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA (337561)";"Médico Hospitalar";"Pequeno";"99";"186";"   2,46";"   2,45";"0,00";"202203";"15/04/2022 11:28:41"
"FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG (315567)";"Médico Hospitalar";"Pequeno";"109";"186";"   2,13";"   2,12";"0,00";"202203";"15/04/2022 11:28:41"
"SULMED - ASSISTÊNCIA MÉDICA LTDA (338346)";"Médico Hospitalar";"Pequeno";"192";"173";"0,00";"   0,91";"   0,92";"202203";"15/04/2022 11:28:41"
"UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO . (365777)";"Médico Hospitalar";"Pequeno";"87";"82";"   2,89";"   4,12";"   4,12";"202203";"15/04/2022 11:28:41"
